,en_a_01,en_a_11,en_a_12,a_01_det,a_11_det,a_12_det,multiple_det,a01_vel,a11_vel,a12_vel
254581,4.5739304173704864,4.640181675669738,0.12388790695977558,6.0,0.0,,True,[-1.14813246 -1.37495863  1.89825726],[1.20945087 1.44821326 1.80333218],[1.67219826 2.00364815 0.03531395]
255047,4.573130236443542,0.11759224016398043,4.647277523392478,6.0,,0.0,True,[-1.29426224 -1.24362739  1.8948288 ],[-1.05748501 -0.16843586 -2.38022159],[1.45211057 1.26045966 1.7648559 ]
255189,4.590135126493615,4.501340130668453,0.24652474283793246,6.0,,7.0,True,[-1.26330699 -1.15967816  1.96756246],[1.87959178 1.15410584 1.39544775],[-1.28880804  1.25813566  1.88895963]
255233,3.7645191778702767,3.5521196035402185,2.021361218589506,3.0,,6.0,True,[ 1.3261383  -1.17720502 -1.9151098 ],[-0.45331698  2.29124618  1.1648153 ],[-1.20883271 -1.43082577  1.8175701 ]
255485,3.776671013318523,0.19646715278728977,5.364861833894188,4.0,,0.0,True,[-1.42971982 -1.1568293  -1.85195767],[ 0.02418396 -2.41744412  0.98360513],[1.19494379 1.43322721 1.82484769]
255551,3.784488538548006,1.8383018031916545,3.7152096582603407,5.0,6.0,,True,[-1.44322363  1.20328258 -1.81144047],[-1.30101444 -1.16195013  1.9414771 ],[ 2.37178149 -0.39710701  1.01442524]
255621,4.581978400040536,4.625878747359303,0.13014285260016134,1.0,7.0,,True,[ 1.22184579 -1.25850536  1.9327072 ],[-1.31531914  1.28202787  1.85430313],[-1.58896561  2.07040255  0.02686226]
255666,4.52993197786769,0.40548622443945254,4.402581797692858,,4.0,7.0,True,[ 1.70210692 -0.99735052  1.70886628],[-1.38541761 -1.26877211 -1.81188724],[-1.30609855  1.39672323  1.77633634]
255913,3.642074448796865,1.9856022398156883,3.710323311387447,,0.0,6.0,True,[ 0.18603848  0.45447887 -2.56338422],[1.45781209 1.28799495 1.74010141],[-1.2507727  -1.39250409  1.81895575]
255944,4.606042299463973,0.09472508118365339,4.637232619352374,,4.0,0.0,True,[-1.03848642 -1.26132521  2.03536352],[-1.24470682 -1.3429481  -1.8599181 ],[1.21288568 1.44901476 1.800379  ]
256050,4.53475549242274,4.502794621515216,0.3004498860620455,6.0,0.0,,True,[-1.43223542 -1.3299933   1.7297166 ],[1.31125152 1.23432134 1.88922478],[ 1.50949404  1.33718178 -1.65694678]
256063,4.532407619885241,0.5387749544381748,4.266817425676585,,5.0,6.0,True,[1.84775803 0.66405442 1.7195703 ],[-1.42289976  1.31810182 -1.7464432 ],[-1.39877524 -1.15279211  1.8779239 ]
256134,5.648213062688734,1.5989527051296952,2.090834232181571,3.0,7.0,,True,[ 1.15323493 -1.42062967 -1.86117182],[-1.32936631  1.34144224  1.80150435],[-0.73292919  1.16185842  2.21923406]
256223,4.540733619689934,3.4141079938684125,1.3831583864416541,7.0,,0.0,True,[-1.30249322  1.42609028  1.75552782],[ 0.70382824 -2.49890183  0.2687293 ],[1.25416692 1.34212388 1.85414909]
256394,3.681028146939152,1.088382607647075,4.568589245413774,,0.0,6.0,True,[ 0.7788746   0.81279294 -2.35474457],[1.4350016  1.26302232 1.77697638],[-1.39954467 -1.34604919  1.74399722]
256411,3.642642790273569,3.6951434823068903,2.000213727419541,,7.0,1.0,True,[ 0.22925202 -0.45198069 -2.56032361],[-1.24412224  1.42958091  1.7945914 ],[ 1.38161431 -1.3331159   1.76806219]
256431,3.6469692454782217,1.7939664292496569,3.897064325272122,,7.0,1.0,True,[-0.35249986  0.50126474 -2.53704109],[-1.3105314   1.40756148  1.76447673],[ 1.23017348 -1.43991887  1.79594177]
256478,4.551924325576543,3.9257366529128457,0.8603390215106121,1.0,,5.0,True,[ 1.41825522 -1.24383171  1.80375575],[-0.95486768  0.75051252  2.31020749],[-1.22253639  1.25785736 -1.93269233]
256752,4.557117123929055,2.9050934737928196,1.875789402278126,1.0,,0.0,True,[ 1.17032194 -1.45183392  1.82609551],[-2.49931624  0.72423114  0.20250334],[1.28620876 1.36163277 1.81761471]
256868,3.7927937867603623,3.246157169511554,2.299049043728084,2.0,,7.0,True,[ 1.37320567  1.34121298 -1.76848917],[-0.38233506 -2.42942401  0.87396733],[-1.30945388  1.16410731  1.93449856]
256895,4.555017686930163,0.8789417545376789,3.9040405585321585,0.0,4.0,,True,[1.18531089 1.4510021  1.81706659],[-1.15213312 -1.36025865 -1.90640648],[-0.73365438 -0.92189072  2.32894155]
256989,3.634731349921099,2.587205379535895,3.1160632705430062,,1.0,7.0,True,[ 0.12695561 -0.14323715 -2.60297241],[ 1.3809829  -1.27945638  1.80775485],[-1.39546257  1.32053633  1.76662617]
257099,4.638850486176713,4.516190617707423,0.18295889611586524,,6.0,1.0,True,[0.87452205 1.14844595 2.17448456],[-1.39106498 -1.23950175  1.82775097],[ 1.20224936 -1.33897887  1.89045816]
257122,4.537611038706164,4.457279397320016,0.34310956397382153,6.0,0.0,2.0,True,[-1.32234544 -1.42434714  1.74204988],[1.16618372 1.2941056  1.94355505],[ 1.37797636  1.34742909 -1.76003295]
257423,3.889138072581664,5.291009704389325,0.15785222302901136,,6.0,4.0,True,[ 1.69041048  1.52431416 -1.27713694],[-1.29648242 -1.15016148  1.95150247],[-1.38951111 -1.36258338 -1.73917377]
257577,3.7808479500309753,2.2788170874113987,3.278334962557626,5.0,6.0,,True,[-1.19553274  1.42576607 -1.83029849],[-1.29009402 -1.37177344  1.80720642],[ 2.35949137 -0.38744901  1.04631914]
257625,4.553422402565411,3.7725962234063615,1.011981374028228,7.0,,3.0,True,[-1.27900881  1.37818761  1.81020313],[ 0.64999699 -0.88370365  2.36826345],[ 1.45803592 -1.2171772  -1.79017064]
257787,4.576063091379845,0.13292452274863878,4.629012385871516,6.0,,0.0,True,[-1.22400962 -1.29450992  1.90739207],[-0.77729965 -0.01964269 -2.4914894 ],[1.34870755 1.29041354 1.82425899]
257872,4.578463951802558,0.2719244782554176,4.487611569942025,,3.0,6.0,True,[1.03844397 1.43397122 1.91767063],[ 1.34762685 -1.22559179 -1.86920482],[-1.38063412 -1.14672297  1.89498703]
257961,3.7953393898842456,3.8774357537908974,1.6652248563248575,3.0,,0.0,True,[ 1.4063473  -1.32403023 -1.75534362],[-2.31463951  0.45922577  1.1151931 ],[1.40883426 1.2981318  1.77260821]
258322,4.559086454669052,4.513954234913154,0.26495931041779386,0.0,6.0,,True,[1.20351233 1.41352158 1.8345612 ],[-1.39860735 -1.14763351  1.88120568],[-0.28461791 -2.37751401 -1.03851808]
258369,3.7662467164086384,3.5383457610184244,2.0334075225729378,2.0,,1.0,True,[ 1.23752932  1.28348384 -1.9061192 ],[-2.30387563 -0.29439328  1.19062574],[ 1.3548982  -1.35841403  1.76948076]
258382,6.595459226700079,0.9665686442738662,1.775972129026055,7.0,,1.0,True,[-1.45084891  1.1796045   1.82089831],[ 1.85742588 -1.22177378  1.36723733],[ 1.42565077 -1.37187596  1.70222685]
258420,4.5878289612002785,1.7852728581120707,2.9648981806876518,1.0,6.0,,True,[ 1.2687829  -1.17031887  1.9577139 ],[-1.36729025 -1.36756724  1.75281979],[-0.51730492  2.51700126  0.45738417]
258523,4.551028113903484,4.452550107651024,0.3344217784454928,0.0,6.0,,True,[1.19319349 1.46586413 1.79989767],[-1.23526114 -1.18935774  1.96765294],[-0.64527525 -1.99024439 -1.56033558]
258556,6.630605801841518,1.8436241638921083,0.8637700342663746,1.0,,7.0,True,[ 1.31670322 -1.13439951  1.94718525],[-1.49530248  1.28032722  1.71374814],[-1.46351799  1.27249241  1.74670494]
258589,3.7998348550108174,0.34069940387113373,5.197465741118049,4.0,6.0,,True,[-1.37344901 -1.38758457 -1.73215094],[-1.3119113  -1.33476265  1.81917492],[1.51024203 1.52817912 1.48186963]
258597,3.7860357788933907,0.11129240412576674,5.440671816980844,5.0,,1.0,True,[-1.42145118  1.24064961 -1.80343148],[-0.28278512  2.45526166  0.83894146],[ 1.22620823 -1.38609953  1.840446  ]
258695,3.6372386156095806,3.199030351153824,2.501731033236596,,7.0,1.0,True,[ 0.31777451  0.07674056 -2.58944593],[-1.46474176  1.19662756  1.79853108],[ 1.27317775 -1.44568772  1.76099557]
258729,3.640630802963731,3.3565435506084054,2.3408256464278647,,1.0,7.0,True,[-0.37146721  0.25148509 -2.5711607 ],[ 1.40868339 -1.39222617  1.69982864],[-1.22358489  1.35350856  1.86626756]
258829,4.5395686254096965,3.6711687088141582,1.1272626657761462,0.0,,4.0,True,[1.39031748 1.34716945 1.75050043],[-0.82251007 -0.71763389  2.37077599],[-1.30569772 -1.40837345 -1.76740988]
258862,3.634646042037599,2.8309981463933096,2.872355811569092,,7.0,1.0,True,[ 0.12186913  0.13923183 -2.60343281],[-1.39371282  1.2952592   1.78660801],[ 1.24655278 -1.44252166  1.78250874]
258965,3.6385299611126323,3.5311929748792314,2.1682770640081364,,0.0,6.0,True,[-0.20883941 -0.31506773 -2.582483  ],[1.3597197  1.30131753 1.80826851],[-1.46468111 -1.2525422   1.76009866]
259013,3.7685656798631357,0.07658265794868915,5.492851662188175,5.0,,1.0,True,[-1.38298738  1.14542258 -1.8940573 ],[-1.56323905  1.88453691  0.90382758],[ 1.33011525 -1.17127765  1.91598593]
259154,4.5784859851023825,0.1259213473395113,4.633592667558108,1.0,,7.0,True,[ 1.1297868  -1.36303318  1.91776493],[ 1.44129965  0.02462241 -2.17580997],[-1.36064774  1.35084473  1.77086313]
259372,4.577614019871787,4.564960347938654,0.19542563218955866,6.0,0.0,,True,[-1.23128722 -1.27769768  1.9140325 ],[1.23227225 1.21340562 1.95480226],[ 1.55952485  1.93397907 -0.79981698]
259391,4.564591783150487,0.12510464572626762,4.648303571123247,1.0,,7.0,True,[ 1.25701863 -1.33381624  1.85820838],[ 1.04362685 -0.06605946 -2.39135509],[-1.41686052  1.33258864  1.74034875]
259466,3.778381681149612,2.1502118495043585,3.4094064693460298,3.0,0.0,,True,[ 1.2817094  -1.33130077 -1.84308417],[1.25416851 1.46628142 1.75760637],[-2.34527806  0.23704515  1.12052685]
259493,4.5683953870187,0.3684498087017015,4.401154804279599,,5.0,6.0,True,[1.6455137  0.76845464 1.87452984],[-1.28497584  1.33423053 -1.83868594],[-1.3046937  -1.16896278  1.9347869 ]
259540,4.563681582136398,3.9026608955382707,0.8716575223253318,1.0,,5.0,True,[ 1.15460834 -1.42847769  1.8543007 ],[-0.66747048  0.91265858  2.35236848],[-1.22957762  1.33742389 -1.87390934]
259626,6.588841321580486,1.574018733025907,1.1751399453936073,1.0,7.0,,True,[ 1.37198599 -1.3039871   1.79704538],[-1.20794888  1.45949815  1.79522273],[-1.85069353  1.39855282  1.196279  ]
259631,3.6414024469644266,1.929171048101238,3.7674265049343356,,7.0,1.0,True,[-0.33487136  0.33234502 -2.56700369],[-1.34220952  1.41601667  1.73362925],[ 1.28969169 -1.34002347  1.83115603]
259725,3.6460202572054214,3.6688807511030466,2.023098991691533,,6.0,0.0,True,[ 0.52928519  0.26353959 -2.54214556],[-1.44002451 -1.3104182   1.7381696 ],[1.22868105 1.41089782 1.81983797]
259815,4.564649508634097,0.19527131797615735,4.578079173389746,1.0,,7.0,True,[ 1.27061577 -1.32052118  1.85845619],[ 0.71000038  0.72398079 -2.40496388],[-1.41538524  1.16906106  1.85528457]
259866,3.758210898214194,5.067559479605723,0.512229622180083,2.0,,0.0,True,[ 1.1915413   1.26400931 -1.94797582],[-1.47333025 -1.47664385  1.56873226],[1.40661107 1.22074055 1.82847965]
259895,4.679132718219276,4.257485698449489,0.40138158333123464,,6.0,0.0,True,[0.85485597 0.76616049 2.34399645],[-1.45298096 -1.33143149  1.71120908],[1.28156667 1.2437122  1.903383  ]
260085,4.546784065599858,1.7019736772980232,3.089242257102119,7.0,6.0,,True,[-1.39323268  1.30262883  1.78161748],[-1.15827571 -1.41750567  1.86042336],[ 2.54997627 -0.52818252  0.17534034]
260256,3.634378862022587,2.55328264781717,3.1503384901602436,,7.0,1.0,True,[-0.03611242  0.15944597 -2.60487483],[-1.43216887  1.28706554  1.76194626],[ 1.32812052 -1.32995899  1.81091275]
260397,4.5575610434485805,1.5657714483112086,3.214667508240211,7.0,6.0,,True,[-1.19647862  1.4279145   1.82800413],[-1.46052181 -1.21367343  1.79052307],[ 2.44393863 -0.85317315  0.3337058 ]
260529,3.761605093143516,5.3354046181315455,0.2409902887249391,2.0,6.0,,True,[ 1.18783533  1.29427456 -1.93028511],[-1.25905284 -1.45706122  1.76177709],[1.23125575 1.74241542 1.50336215]
260553,4.568869470965933,3.0879096937271275,1.6812208353069393,1.0,,0.0,True,[ 1.38251614 -1.17441883  1.87656323],[-2.55319876  0.4839275   0.24308493],[1.18113277 1.2801995  1.94373728]
260576,4.540255444286935,1.5730775827166104,3.224666972996454,1.0,6.0,,True,[ 1.36840188 -1.36562758  1.75346447],[-1.22253869 -1.24549679  1.9406795 ],[-0.76984399  2.49034078  0.13282705]
260872,3.7941743674688775,5.166924511610074,0.37690112092104844,5.0,,7.0,True,[-1.39039618  1.33285933 -1.7613587 ],[ 1.54314523 -1.49688634  1.47991016],[-1.30211929  1.31339673  1.84162276]
260935,3.7860460165271497,0.157180794322243,5.394773189150608,4.0,2.0,,True,[-1.38489159 -1.28140598 -1.8033785 ],[ 1.44167933  1.16196274 -1.83943016],[0.91408821 0.87514013 2.28268975]
261164,3.7327475972577338,5.08082253687291,0.5244298658693562,,1.0,7.0,True,[-1.19081644  1.03082194 -2.08121655],[ 1.44136415 -1.35378773  1.70347532],[-1.30940306  1.46366307  1.71908524]
261175,4.538712791811334,3.4809091852168232,1.3183780229718427,0.0,,1.0,True,[1.44505284 1.2932864  1.74680639],[-2.49566306 -0.70302666  0.29919793],[ 1.37399489 -1.25726503  1.8285302 ]
261214,4.568160000808582,3.008235800519426,1.7616041986719928,7.0,,6.0,True,[-1.17608077  1.38522785  1.87352017],[ 2.49212724 -0.70845884  0.31541705],[-1.36277158 -1.30488386  1.8033945 ]
261236,4.5879269265672615,1.9236387189483177,2.8264343544844217,1.0,6.0,,True,[ 1.28603161 -1.15062607  1.95813236],[-1.25406502 -1.27984338  1.89774124],[-0.60390143  2.52180547  0.29647976]
261251,3.767321323509861,5.399747804713732,0.17093087177640776,2.0,6.0,,True,[ 1.26178909  1.26806099 -1.90052877],[-1.30413547 -1.36549388  1.80187601],[1.23918964 1.55378093 1.69182559]
261391,3.8058119447647285,2.0678138593805513,3.4643741958547207,2.0,1.0,,True,[ 1.39222197  1.40684033 -1.70135777],[ 1.22405044 -1.3806897   1.84594054],[-2.40489314 -0.40784545  0.92857474]
261399,5.6294821825183154,1.982630637497514,1.725887179984171,5.0,,1.0,True,[-1.29918833  1.16628024 -1.94010312],[ 0.90208281 -0.80696283  2.31239218],[ 1.37953516 -1.24144729  1.83515431]
261506,4.556446885951445,0.40841863714781323,4.373134476900743,1.0,1.0,,True,[ 1.19211464 -1.43765615  1.8232135 ],[ 1.2251275  -1.43826127  1.80071295],[-1.59124516  1.90701425  0.80208197]
261686,3.7710867063395233,5.359408062153235,0.2075052315072421,3.0,7.0,,True,[ 1.39579567 -1.1514644  -1.880953  ],[-1.44084125  1.2944823   1.74939763],[ 1.28545908 -1.59842108  1.61392224]
261697,3.7819687318889996,5.008188267630892,0.5478430004801087,4.0,,6.0,True,[-1.45041658 -1.17457421 -1.82449093],[1.68526046 1.40402736 1.41446257],[-1.28454602 -1.15898935  1.95417123]
261699,4.548198365485243,1.3321346944004646,3.457666940114293,7.0,6.0,,True,[-1.40594741  1.28043     1.78771108],[-1.41924896 -1.28001325  1.77746968],[ 2.49341996 -0.67402826  0.37502374]
261737,3.7623426557277058,5.382678158247106,0.19297918602518838,4.0,0.0,,True,[-1.34729553 -1.13389236 -1.92644306],[1.45139392 1.20747223 1.80210058],[-1.60628075 -1.27775879  1.61223281]
261753,3.775187848502487,5.05339270167921,0.5094194498183038,2.0,,0.0,True,[ 1.21784219  1.36771557 -1.85965441],[-1.42619814 -1.61076275  1.47766783],[1.17663899 1.34994535 1.89875439]
262032,5.653990105446108,2.0171909052985124,1.66681898925538,2.0,6.0,,True,[ 1.28525957  1.336441   -1.83688141],[-1.42448814 -1.25616756  1.79024484],[-0.80007212 -1.07950431  2.23755559]
262125,5.64521442433682,2.1108929051512066,1.5818926705119738,4.0,,0.0,True,[-1.18254865 -1.37934393 -1.87379001],[0.8606724  1.00785084 2.24846163],[1.23971608 1.44146367 1.78812375]
262137,4.547714880409407,3.0518928517097117,1.7383922678808825,1.0,,0.0,True,[ 1.3684278  -1.32326771  1.78562816],[-2.54190589  0.57470056  0.14329588],[1.15466348 1.37880998 1.89149023]
262279,4.558434138273287,3.177460842587868,1.602105019138845,7.0,,0.0,True,[-1.32160151  1.30772096  1.83175744],[ 0.72905659 -2.4946471   0.23939993],[1.20254201 1.30734953 1.91228396]
262454,4.527717705583549,0.3513724143898658,4.458909880026585,,4.0,1.0,True,[-0.99259534  1.71443183  1.6992875 ],[-1.19121685 -1.21784578 -1.97736038],[ 1.33462007 -1.38573872  1.76369427]
262717,5.669755602526844,1.277302148078862,2.3909422493942944,2.0,,6.0,True,[ 1.41739662  1.29136823 -1.77072158],[-1.15700201 -1.1757557   2.02263315],[-1.33701355 -1.12923294  1.93631809]
262789,4.4917845918025625,4.2163562418119405,0.6298591663854971,,1.0,2.0,True,[-1.97214945  0.73570573  1.54319916],[ 1.4739496  -1.24251338  1.75946955],[ 1.45301532  1.25007563 -1.77148452]
262807,3.7812250260939333,2.0398952641828747,3.516879709723193,2.0,7.0,,True,[ 1.28093471  1.35220672 -1.8283444 ],[-1.2182295   1.28036013  1.92059752],[-0.4004033  -2.37722351  1.00029274]
262826,3.773748113652629,0.14009266688952607,5.424159219457845,3.0,,7.0,True,[ 1.29650417 -1.28257836 -1.86712873],[ 2.08531455 -0.97709967  1.22834826],[-1.41654922  1.22683301  1.8166918 ]
262831,3.805018485490464,5.469202006778982,0.06377950773055474,2.0,6.0,,True,[ 1.40467436  1.38940817 -1.70544272],[-1.23909083 -1.42246684  1.8037023 ],[-0.23159759  1.59372574  2.05389893]
262905,3.785207885202089,3.657440926814431,1.895351187983481,5.0,,6.0,True,[-1.43192545  1.22223181 -1.8077165 ],[ 2.36062414 -0.24327567  1.08644862],[-1.25564055 -1.38930139  1.81805073]
263242,4.559360002524284,0.2735056370962091,4.5051343603795075,6.0,,0.0,True,[-1.1749017  -1.43588867  1.83573684],[-0.24893366  0.91688281 -2.43093767],[1.24328698 1.21859031 1.94457582]
263265,4.556797013466102,4.65749320057281,0.12370978596108895,7.0,1.0,,True,[-1.26378208  1.37308232  1.8247191 ],[ 1.40561934 -1.38668778  1.70687764],[ 1.29263533 -2.26650935 -0.06425947]
263298,3.7657816527943493,0.11900699080747405,5.453211356398177,5.0,,1.0,True,[-1.31934315  1.19537113 -1.90853911],[-1.25686909  1.98711718  1.13302489],[ 1.28204869 -1.28690526  1.87412006]
263306,4.572375870017935,4.623040907732337,0.14258322224972808,6.0,0.0,,True,[-1.20024207 -1.33917257  1.8915961 ],[1.1744949 1.4423688 1.8309107],[ 2.07491227  1.56389314 -0.24713825]
263331,3.6362967224373426,2.60095200181046,3.1007512757521973,,0.0,6.0,True,[ 0.09769268  0.26643901 -2.59452624],[1.33073771 1.26978169 1.85172665],[-1.32457288 -1.45148395  1.71778957]
263495,4.573264661363027,4.593812647969829,0.17092269066714572,1.0,7.0,,True,[ 1.19498757 -1.33848622  1.8954048 ],[-1.33123003  1.24253523  1.86976812],[-0.96926365  2.37422487 -0.48547321]
263563,3.757402751669437,0.2540651575902603,5.3265320907403035,3.0,,7.0,True,[ 1.2385768  -1.21118967 -1.95219033],[ 0.98216792 -1.92450353  1.46414901],[-1.25477064  1.43757349  1.78073948]
263569,3.79763141451823,3.495002966956063,2.0453656185257074,4.0,,1.0,True,[-1.28340366 -1.45778242 -1.74351527],[0.25744613 2.41177317 0.96393552],[ 1.41224539 -1.16625677  1.85943758]
263577,3.634088017635262,2.93789852847409,2.7660134538906487,,0.0,6.0,True,[ 0.10896627 -0.08168492 -2.60644469],[1.24465268 1.38792952 1.82663389],[-1.40764241 -1.33677438  1.74461374]
263662,3.7580841949660915,3.7786626397964596,1.80125316523745,2.0,,7.0,True,[ 1.16735778  1.28537602 -1.94863652],[-0.20734597 -2.24871021  1.30859086],[-1.385849    1.4003476   1.71188468]
263718,4.550501662754071,0.19818755201008528,4.589310785235845,1.0,,7.0,True,[ 1.35903425 -1.31668092  1.79763102],[-0.66647139 -0.66071428 -2.43544093],[-1.21477698  1.4484043   1.79959491]
263760,4.57270916871532,1.478387277340597,3.286903553944083,6.0,1.0,,True,[-1.24960588 -1.29114041  1.89302445],[ 1.15711677 -1.43044226  1.85122006],[0.69786564 2.48222035 0.40455618]
263843,3.773154497321177,0.18159708450841228,5.38324841817041,3.0,,7.0,True,[ 1.3754338  -1.19272441 -1.87021131],[ 1.67768136 -1.40002923  1.4273764 ],[-1.45965095  1.25569067  1.76203293]
264228,4.547848393150653,3.0220566442656027,1.7680949625837448,1.0,,6.0,True,[ 1.34506551 -1.34624525  1.78620337],[-0.62226682  2.53226555  0.11187138],[-1.34368305 -1.15149987  1.91850565]
264238,6.603236417330247,1.0186755243004313,1.7160880583693225,1.0,7.0,,True,[ 1.40848098 -1.18737161  1.84889967],[-1.26462791  1.3442982   1.84544807],[-1.7885239   1.29341506  1.39296796]
264274,3.768063624550336,2.1958622260433134,3.374074149406351,5.0,0.0,,True,[-1.31750427  1.21611382 -1.89666805],[1.26567926 1.31656127 1.86462394],[ 0.3712488  -2.34725872  1.0791899 ]
264307,3.6376498904586203,3.1265797964247075,2.573770313116673,,6.0,0.0,True,[ 0.33078312  0.09451709 -2.58722806],[-1.4054411  -1.3899739   1.70434969],[1.15578943 1.4196258  1.86035303]
264314,3.892732416647274,5.261741111120974,0.183526472231752,,7.0,5.0,True,[ 1.55819778 -1.67299771 -1.25904659],[-1.14292127  1.28342681  1.9643438 ],[-1.41819484  1.2212187  -1.81918891]
264320,3.8036896694033353,3.470920589335389,2.0633897412612763,3.0,,6.0,True,[ 1.34333958 -1.44069988 -1.71228579],[-0.29405039  2.412665    0.9511477 ],[-1.44251002 -1.17309227  1.83169849]
264329,4.559789946820397,4.543116046177597,0.2350940070020071,1.0,,6.0,True,[ 1.28472328 -1.33599003  1.83758448],[-1.26072349  1.92208697  1.23622732],[-1.42115346 -1.2083213   1.82548144]
264650,3.7758192589366573,0.2032823563207551,5.358898384742589,3.0,,7.0,True,[ 1.35423102 -1.23774849 -1.85637739],[ 1.31998085 -1.69904661  1.4774949 ],[-1.39382533  1.36987909  1.72996596]
264667,3.6335475535325674,3.0393356397581437,2.66511680670929,,1.0,7.0,True,[-0.04481557  0.03633517 -2.60936224],[ 1.25237076 -1.390229    1.81959634],[-1.28508039  1.44220144  1.75519896]
264700,4.573517654155657,0.7241376800341006,4.0403446658102435,0.0,4.0,,True,[1.31780153 1.21607127 1.8964888 ],[-1.24594502 -1.16438153 -1.97583822],[-0.87458499 -0.80088044  2.32503583]
264765,4.563734747124281,2.815598817708503,1.958666435167217,0.0,,1.0,True,[1.23904634 1.35557607 1.85452896],[-2.53933556 -0.58648325  0.14111105],[ 1.15323408 -1.36603589  1.90160382]
264811,3.7802994844839297,3.4396158624675457,2.1180846530485256,5.0,,0.0,True,[-1.19363679  1.42370111 -1.83314112],[ 0.25481536 -2.41321917  0.96101113],[1.26992371 1.1732486  1.95521903]
264867,3.6378360624885477,2.259181616358442,3.4409823211530113,,1.0,7.0,True,[ 0.18317923 -0.29998308 -2.58622418],[ 1.25899028 -1.43110158  1.78297273],[-1.20847892  1.46803549  1.78788996]
265108,4.560735633865713,0.9089844263450243,3.8682799397892635,1.0,5.0,,True,[ 1.29190582 -1.32340938  1.84164789],[-1.19196629  1.39925054 -1.85294746],[-0.82497173  0.75869761  2.35709558]
265134,3.635386462235784,3.081008280324307,2.6216052574399096,,6.0,0.0,True,[ 0.23265844  0.02993717 -2.59943721],[-1.45628742 -1.27214737  1.75298832],[1.30476264 1.34386061 1.81761743]
265154,4.583777142395573,1.6317206529797805,3.1225022046246464,7.0,6.0,,True,[-1.28167859  1.18501165  1.94039877],[-1.34932631 -1.42788513  1.71830223],[ 2.52829868 -0.40356152  0.50689631]
265302,3.7721181198385554,2.2490971476723085,3.3167847324891366,2.0,1.0,,True,[ 1.14430375  1.40883462 -1.87559429],[ 1.34709317 -1.32845052  1.79795974],[-2.32960936 -0.40849588  1.10369893]
265400,4.574030221157435,3.7621495131804505,1.0018202656621145,7.0,,3.0,True,[-1.38156909  1.13945721  1.89868484],[ 0.79413547 -0.54466435  2.42585853],[ 1.41314791 -1.37925521 -1.70668334]
265470,3.7680354117081607,2.1988947508617622,3.3710698374300776,4.0,7.0,,True,[-1.33284531 -1.19904841 -1.89681477],[-1.1848996   1.41561245  1.84503505],[2.36611094 0.1243754  1.09460029]
265648,4.542217694363653,1.6409194771508924,3.154862828485455,0.0,1.0,,True,[1.35367018 1.36940812 1.76193032],[ 1.20325719 -1.21015117  1.97479272],[-2.49204835 -0.77039145  0.09106078]
265871,3.7984790965360196,5.1355159125336645,0.40400499093031605,4.0,,6.0,True,[-1.38361834 -1.36860644 -1.73914252],[1.53864669 1.54357864 1.43597748],[-1.24321158 -1.30682621  1.88645971]
265891,4.542773409240313,4.553376798675074,0.2418497920846141,6.0,0.0,,True,[-1.32502523 -1.39411533  1.76432723],[1.18108699 1.41523703 1.84776559],[ 1.88032718  1.22960414 -1.32836116]
265926,4.5765438764911615,0.1658113848511366,4.595644738657703,0.0,,6.0,True,[1.15310811 1.35515284 1.90945083],[ 0.00531694  0.05429787 -2.60942972],[-1.15171923 -1.36264745  1.90495007]
265970,3.762555974252793,0.5815708540062179,4.99387317174099,5.0,7.0,,True,[-1.296174    1.19378794 -1.925332  ],[-1.14109471  1.37961689  1.89912087],[ 1.51449427 -1.5070201   1.49909891]
265986,3.788542029765095,0.030074864752957984,5.519383105481948,5.0,4.0,,True,[-1.30125798  1.38313452 -1.79046546],[-1.23823513 -1.20943209 -1.95349629],[ 1.16949079 -1.0566457   2.08035842]
266133,3.788077267946483,1.798806433199959,3.751116298853558,2.0,7.0,,True,[ 1.25606939  1.42127042 -1.79286923],[-1.42685934  1.30643766  1.75196834],[-0.27416016 -2.33294716  1.13767033]
266230,3.7840854779371935,0.4071298821840652,5.146784639878742,3.0,1.0,,True,[ 1.35056677 -1.30352899 -1.81352739],[ 1.28743486 -1.33458125  1.83671021],[-1.52014927  1.4930765   1.50730513]
266254,6.674017373768358,1.8139706307200145,0.8500119955116283,,6.0,6.0,True,[1.0704255  1.1165841  2.10226763],[-1.18238651 -1.25121403  1.96176594],[-1.2721448  -1.30093909  1.87117746]
266274,3.790129429282451,0.1539565370170914,5.393914033700458,5.0,,1.0,True,[-1.35579237  1.34070309 -1.78225763],[-1.2551723   1.81562914  1.39288668],[ 1.34855267 -1.43059079  1.71665829]
266420,4.587437043938063,0.6043385894105547,4.146224366651383,7.0,7.0,,True,[-1.16536601  1.27590386  1.95603972],[-1.31245721  1.16564857  1.93153294],[ 1.72687452 -1.78709637  0.79767849]
266510,3.7658682373763828,2.3341653114606857,3.2379664511629325,5.0,6.0,,True,[-1.14151461  1.36683667 -1.90808855],[-1.31474424 -1.28148773  1.85508404],[ 2.34733041 -0.38601464  1.07384014]
266528,3.6353013327093926,2.4054959527722333,3.297202714518375,,1.0,7.0,True,[-0.03248069 -0.22711864 -2.59989656],[ 1.43755279 -1.35163458  1.70839865],[-1.1937672   1.39296532  1.85652027]
